[fixture] [Mon Aug 31 15:35:39 2026] PHP 8.5.4 Development Server (http://127.0.0.1:8091) started
chromium 151.0.7922.34 (fixture spawned)
tier low-android (low Android (Pixel 4a-class), CPU x6)
  low-android/sha16/inline/cold rep 1/50: solve 90 ms (p2v 151 ms, tx 250773 B, cachehits 0, js 42 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/cold rep 48/50: solve 133 ms (p2v 166 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/cold rep 49/50: solve 51 ms (p2v 88 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/cold rep 50/50: solve 203 ms (p2v 237 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm pre-warmed the context (rep 0 discarded)

  mid-android/sha18/inline/warm rep 1/50: solve 650 ms (p2v 685 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 2/50: solve 163 ms (p2v 199 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 3/50: solve 84 ms (p2v 121 ms, tx 250779 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 4/50: solve 82 ms (p2v 117 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 5/50: solve 118 ms (p2v 152 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 6/50: solve 381 ms (p2v 417 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 7/50: solve 137 ms (p2v 172 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 8/50: solve 506 ms (p2v 541 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 9/50: solve 51 ms (p2v 85 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 10/50: solve 521 ms (p2v 558 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 11/50: solve 109 ms (p2v 145 ms, tx 250775 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 12/50: solve 83 ms (p2v 118 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 13/50: solve 100 ms (p2v 137 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 14/50: solve 103 ms (p2v 137 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 15/50: solve 498 ms (p2v 535 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 16/50: solve 110 ms (p2v 146 ms, tx 250776 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 17/50: solve 231 ms (p2v 267 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 18/50: solve 578 ms (p2v 614 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 19/50: solve 165 ms (p2v 199 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 20/50: solve 540 ms (p2v 574 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 21/50: solve 186 ms (p2v 220 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 22/50: solve 1593 ms (p2v 1627 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 23/50: solve 1235 ms (p2v 1273 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 24/50: solve 283 ms (p2v 319 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 25/50: solve 1041 ms (p2v 1079 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 26/50: solve 188 ms (p2v 221 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 27/50: solve 179 ms (p2v 215 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 28/50: solve 170 ms (p2v 207 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 29/50: solve 168 ms (p2v 202 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 30/50: solve 785 ms (p2v 819 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 31/50: solve 200 ms (p2v 235 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 32/50: solve 584 ms (p2v 620 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 33/50: solve 178 ms (p2v 215 ms, tx 250775 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 34/50: solve 105 ms (p2v 141 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 35/50: solve 424 ms (p2v 459 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 36/50: solve 527 ms (p2v 566 ms, tx 250775 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 37/50: solve 132 ms (p2v 173 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 38/50: solve 225 ms (p2v 266 ms, tx 250775 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 39/50: solve 300 ms (p2v 344 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 40/50: solve 167 ms (p2v 204 ms, tx 250776 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 41/50: solve 1701 ms (p2v 1740 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 42/50: solve 230 ms (p2v 271 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 43/50: solve 187 ms (p2v 228 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 44/50: solve 255 ms (p2v 296 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 45/50: solve 158 ms (p2v 200 ms, tx 250777 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 46/50: solve 112 ms (p2v 152 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 47/50: solve 135 ms (p2v 179 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 48/50: solve 748 ms (p2v 786 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 49/50: solve 240 ms (p2v 278 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha18/inline/warm rep 50/50: solve 605 ms (p2v 645 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  repeat navigation mid-android/sha18/inline/warm: p2v 155 ms, tx 250772 B, cachehits 0, load 42 ms
  mid-android/sha20/inline/cold rep 1/50: solve 284 ms (p2v 322 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 2/50: solve 2680 ms (p2v 2718 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 3/50: solve 1111 ms (p2v 1151 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 4/50: solve 681 ms (p2v 721 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 5/50: solve 638 ms (p2v 677 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 6/50: solve 2351 ms (p2v 2390 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 7/50: solve 1945 ms (p2v 1986 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 8/50: solve 1115 ms (p2v 1153 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 9/50: solve 910 ms (p2v 947 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 10/50: solve 761 ms (p2v 798 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 11/50: solve 2626 ms (p2v 2665 ms, tx 250776 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 12/50: solve 140 ms (p2v 178 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 13/50: solve 144 ms (p2v 181 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 14/50: solve 615 ms (p2v 653 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 15/50: solve 3300 ms (p2v 3338 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 16/50: solve 401 ms (p2v 439 ms, tx 250775 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 17/50: solve 3032 ms (p2v 3071 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 18/50: solve 327 ms (p2v 368 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 19/50: solve 2145 ms (p2v 2181 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 20/50: solve 1399 ms (p2v 1438 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 21/50: solve 640 ms (p2v 681 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 22/50: solve 185 ms (p2v 222 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 23/50: solve 100 ms (p2v 137 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 24/50: solve 1394 ms (p2v 1434 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 25/50: solve 1984 ms (p2v 2025 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 26/50: solve 454 ms (p2v 503 ms, tx 250773 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 27/50: solve 5773 ms (p2v 5823 ms, tx 250771 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 28/50: solve 1609 ms (p2v 1659 ms, tx 250771 B, cachehits 0, js 35 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 29/50: solve 1140 ms (p2v 1190 ms, tx 250773 B, cachehits 0, js 35 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 30/50: solve 460 ms (p2v 513 ms, tx 250771 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 31/50: solve 247 ms (p2v 297 ms, tx 250771 B, cachehits 0, js 35 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 32/50: solve 408 ms (p2v 476 ms, tx 250771 B, cachehits 0, js 44 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 33/50: solve 3402 ms (p2v 3457 ms, tx 250772 B, cachehits 0, js 40 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 34/50: solve 936 ms (p2v 996 ms, tx 250773 B, cachehits 0, js 42 ms, wasmC - ms, longtasks 1(53 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 35/50: solve 2972 ms (p2v 3033 ms, tx 250771 B, cachehits 0, js 39 ms, wasmC - ms, longtasks 1(52 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 36/50: solve 3027 ms (p2v 3073 ms, tx 250772 B, cachehits 0, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 37/50: solve 1321 ms (p2v 1362 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 38/50: solve 4172 ms (p2v 4219 ms, tx 250771 B, cachehits 0, js 34 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 39/50: solve 4626 ms (p2v 4668 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 40/50: solve 1476 ms (p2v 1519 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 41/50: solve 219 ms (p2v 269 ms, tx 250772 B, cachehits 0, js 36 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 42/50: solve 146 ms (p2v 200 ms, tx 250772 B, cachehits 0, js 42 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 43/50: solve 1819 ms (p2v 1874 ms, tx 250773 B, cachehits 0, js 39 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 44/50: solve 2210 ms (p2v 2261 ms, tx 250771 B, cachehits 0, js 35 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 45/50: solve 515 ms (p2v 569 ms, tx 250771 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 46/50: solve 1445 ms (p2v 1486 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 47/50: solve 290 ms (p2v 335 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 48/50: solve 1434 ms (p2v 1477 ms, tx 250776 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 49/50: solve 2066 ms (p2v 2109 ms, tx 250771 B, cachehits 0, js 33 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/cold rep 50/50: solve 500 ms (p2v 541 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm pre-warmed the context (rep 0 discarded)

  mid-android/sha20/inline/warm rep 1/50: solve 1471 ms (p2v 1513 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 2/50: solve 395 ms (p2v 436 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 3/50: solve 383 ms (p2v 424 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 4/50: solve 567 ms (p2v 609 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 5/50: solve 175 ms (p2v 217 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 6/50: solve 856 ms (p2v 899 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 7/50: solve 2082 ms (p2v 2124 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 8/50: solve 1859 ms (p2v 1901 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 9/50: solve 1029 ms (p2v 1071 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 10/50: solve 235 ms (p2v 279 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 11/50: solve 848 ms (p2v 889 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 12/50: solve 692 ms (p2v 733 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 13/50: solve 1120 ms (p2v 1164 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 14/50: solve 1873 ms (p2v 1915 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 15/50: solve 1963 ms (p2v 2005 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 16/50: solve 2309 ms (p2v 2349 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 17/50: solve 5616 ms (p2v 5656 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 18/50: solve 384 ms (p2v 423 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 19/50: solve 473 ms (p2v 513 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 20/50: solve 801 ms (p2v 841 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 21/50: solve 4356 ms (p2v 4397 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 22/50: solve 164 ms (p2v 201 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 23/50: solve 558 ms (p2v 598 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 24/50: solve 1639 ms (p2v 1678 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 25/50: solve 2078 ms (p2v 2119 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 26/50: solve 784 ms (p2v 821 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 27/50: solve 2567 ms (p2v 2605 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 28/50: solve 2371 ms (p2v 2408 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 29/50: solve 3576 ms (p2v 3614 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 30/50: solve 1035 ms (p2v 1075 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 31/50: solve 2317 ms (p2v 2357 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 32/50: solve 2828 ms (p2v 2869 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 33/50: solve 231 ms (p2v 268 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 34/50: solve 94 ms (p2v 132 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 35/50: solve - ms (p2v - ms, tx 251081 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB TIMED OUT ERRORS=1)
  mid-android/sha20/inline/warm rep 36/50: solve 99 ms (p2v 138 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 37/50: solve 2225 ms (p2v 2264 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 38/50: solve 426 ms (p2v 464 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 39/50: solve 408 ms (p2v 447 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 40/50: solve 416 ms (p2v 453 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 41/50: solve 4866 ms (p2v 4904 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 42/50: solve 1340 ms (p2v 1377 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 43/50: solve 65 ms (p2v 103 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 44/50: solve 162 ms (p2v 200 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 45/50: solve 867 ms (p2v 904 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 46/50: solve 1279 ms (p2v 1317 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  mid-android/sha20/inline/warm rep 47/50: solve 1225 ms (p2v 1262 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
